,Video Name,Length,Average Band Energy,Avg Intensity,Max Intensity,Mean Intensity,Range Intensity,SD Intensity,Avg Pitch,Max Pitch,Mean Pitch,Range Pitch,SD Pitch,Mean F1,Mean F2,Mean F3,Mean B1,Mean B2,Mean B3,SD F1,SD F2,SD F3,Mean F2/F1,Mean F3/F1,SD F2/F1,SD F3/F1
0,audio.wav,114.6135,0.7266922574756959,72.02718472730572,86.51068078272704,37.84505027544891,48.665630507278124,8.985802117493053,246.5129127510003,596.6875146950159,75.70544036385978,520.9820743311561,77.08463802650307,667.6243127542551,1782.0439542662543,2736.4871411662466,376.3534798610415,530.9508152585586,619.4844087317108,234.0640075826881,345.67698931795934,313.898171203045,2.9743927977900353,4.577040858204064,1.2225333675248395,1.7550989924993519
